"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"146",443,"1980-01-01 00:00:00",4,"en","998472167","male","45 to 54 years","Medical doctor","Consultant","> 20","United Kingdom (UK)","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"147",444,"1980-01-01 00:00:00",4,"en","267288930","male","55 to 64 years","Medical doctor","Consultant","> 20","Ireland","Resident","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)","Can’t do it legally need signature","No (please comment)",NA,"No",NA,"No",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"148",445,NA,2,"en","1782156840","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Sweden",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",446,"1980-01-01 00:00:00",4,"en","1339011398","female","45 to 54 years","Medical doctor","Anaesthesia technician","5 - 10","Greece","Anaesthesia technician","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18 ","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"150",447,NA,NA,"en","1487592131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",448,NA,1,"en","41387657","female","55 to 64 years","Medical doctor","Consultant","> 20","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",449,"1980-01-01 00:00:00",4,"en","893377447","female","45 to 54 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","Only due to the COVID-19 PANDEMICS! ","Yes","We started to do this during the COVID-19 PANDEMICS! ","Yes","Yes","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes","16","Not selected",NA,"Different (please commment)","During  COVID-19 PANDEMICS we did so","Yes",NA,"Yes",NA
"153",450,"1980-01-01 00:00:00",4,"en","422106436","female","45 to 54 years","Medical doctor","Consultant","> 20","Turkey","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","It is not legal in our country","No (please comment the reasons)","Not legal in our country","No","No","No (please comment)","Not legal","No (please comment)","Not legal","No","Not legal","Yes",NA,"Yes","Yes","Yes","Not selected","Yes","Not selected","Not selected","Among the population  There is high incidence of Poor education level and disinformation  especially in health ","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Yes","Speak the same language ","Different (please commment)","It is not allowed in our country yet","No",NA,"Yes",NA
"154",451,NA,NA,"en","296205695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",452,"1980-01-01 00:00:00",4,"en","1960464946","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Portugal","Consultant","Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Yes",NA,"No (please comment)","Because most of the patients do not have internet access","Yes",NA,"Yes",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"156",453,"1980-01-01 00:00:00",4,"en","1688964740","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","METs score","in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","2 consultant need to sign consent if phone call ","Yes",NA,"Yes","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Clinical exam not achieved ","Not selected","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"157",454,"1980-01-01 00:00:00",4,"en","155431251","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"158",455,"1980-01-01 00:00:00",4,"en","1071942484","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)"," informed consent for elective surgery in accordance with the legal requirements needed physically, face to face with patient.","No (please comment the reasons)","informed consent for elective surgery in accordance with the legal requirements needed physically, face to face with patient. Even low risk patients.","No","No","No (please comment)","Any informed consent for any procedure is needed physically, face to face with patient.","No (please comment)","Any informed consent for any procedure is needed physically, face to face with patient.","No","Any informed consent for any procedure is needed physically, face to face with patient.","No",NA,"Yes","Yes","Yes","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes","Can understand well all facts, medical and medicolegal aspects of the issue.","Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"159",456,"1980-01-01 00:00:00",4,"en","696306673","male","55 to 64 years","Medical doctor","Consultant","> 20","Russia","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Yes","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"160",457,"1980-01-01 00:00:00",4,"en","652561691","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Only acute demented or obtunded patients get phone consent from a legally appointed person.","No (please comment the reasons)","As above","No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","15","Not selected",NA,"Yes","Except pregnant girls can sign own consent whatever age.","Yes",NA,"No",NA,"No",NA
"161",458,NA,3,"en","591658681","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,NA,"combination of all the above depending on risk factors ","Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"Yes",NA,"Yes","Yes","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Not selected","lack of physical examination","Yes","Yes","Not selected","Not selected","Not selected","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",459,"1980-01-01 00:00:00",4,"en","361622395","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","Yes","No (please comment)","written signature needed","No (please comment)","written signature needed","No",NA,"No",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"163",460,"1980-01-01 00:00:00",4,"en","1999840277","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","No (please comment)","Underdeveloped countries every patient do not have internet facility.
No knowledge about medical field.
Because of illiteracy fear is at peak,will easily deny surgery if certain negative points explained online.","No (please comment)","Same reason as above mentioned.","No",NA,"No",NA,"Yes","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"164",461,"1980-01-01 00:00:00",4,"en","1206290021","male","45 to 54 years","Medical doctor","Consultant","> 20","Netherlands","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"2 days or more before surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","I don´t know","No (please comment)","No internet infrastructure available ","Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Not selected","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Just the one, who is present","But preferably informing both parents ","Just the one, who is present",NA,"Yes","12","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"165",462,"1980-01-01 00:00:00",4,"en","1229007586","female","35 to 44 years","Medical doctor","Other","5 - 10","Other","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Yes",NA,"Yes",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Different (please comment)","I have been working in the adult hospital .","Different (please comment)","I have been working in the adult hospital .","Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"166",463,"1980-01-01 00:00:00",4,"en","2063777399","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Turkey","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","the written consent is mandatory","No (please comment the reasons)","the written consent is mandatory","No","No","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Not selected","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"167",464,NA,1,"en","1749407362","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",465,"1980-01-01 00:00:00",4,"en","1099170729","male","65 or older","Medical doctor","Consultant","> 20","Austria","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","I don´t know","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"169",466,"1980-01-01 00:00:00",4,"en","1970234746","male","55 to 64 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","14","Yes",NA,"Yes","Low risk surgery","Yes",NA,"No",NA,"No",NA
